CompanyName,Website,Linkedin,Description,Industry,DurationInRole,Status,Notes,Search account,Website,EmplyeeCount,Fullname,schoolname,schoolname2,schoolname3,CompanyName,CompanyName2,CompanyName3,Owner,Created
Insiders,https://insidersapp.framer.website,https://www.linkedin.com/in/ACwAACUdB5UBbBB8TBdpvkyQP54BrlpsGRW4BvA/,"Insiders, c’est l’outil indispensable pour ceux qui veulent analyser un match comme un expert et optimiser leurs paris. Fini les intuitions hasardeuses, place aux statistiques avancées, aux analyses prédictives et aux recommandations personnalisées.

🔹 Analyse complète des joueurs et matchs
🔹 Prédictions basées sur des données fiables
🔹 Suivi détaillé de tes paris et de tes performances
🔹 Une communauté engagée pour échanger et progresser
🔹 Une approche responsable du betting

Ne laisse plus le hasard décider. Avec Insiders, prends une longueur d’avance.",Donovan Ganouna,"Technology, Information and Internet",,2,,,,,,,,,,2025-10-22,,
Reg.exe,none.reg.exe,https://www.linkedin.com/in/ACwAAAA_6XYBfjZA-auDIw2OJJY-UmtdZQpDhyc/,"Reg.exe is an invitation-only global Discord community of 150+ tech-focused individuals, including but not limited to founders and CTOs. We believe that tech professionals naturally share more openly and collaborate more effectively, given their common ground across industries. Our goal is to create a safe, collaborative space where engagement matters more than titles.",Cyrille Barthelemy,"Technology, Information and Internet",,27,,,,,,,,,,2025-10-22,,
Stealth Mode Startup,none.stealthmodestartup,https://www.linkedin.com/in/ACwAAB7vSD4BHjlwgYDM1dsgqAKp3cbmZri7Qc0/,"We are building something unique , Stay Tuned",Guillaume Duhan,"Technology, Information and Internet",,592,,,,,,,,,,2025-10-22,,
Clustor,none.clustor,https://www.linkedin.com/in/ACwAADIg6wEBlp6rxeF0C3FkW-J9N4D657fMQ9s/,"Chargez un CV, une fiche de poste, obtenez immédiatement un dossier de compétences adapté à votre mission. Terminé les heures passées à créer vos dossiers de compétences !

Clustor automatise la création de vos dossiers de compétences grâce à l'intelligence artificielle. Gagnez en réactivité, qualité et sérénité à chaque envoi.

✨ Vos bénéfices immédiats :

✅ Efficacité : Libérez du temps à vos collaborateurs pour conquérir de nouveaux marchés.
✅ Réactivité : Soyez les premiers à envoyer vos dossiers et augmentez votre taux de transformation.
✅ Pertinence : Maîtrisez le jargon métier et bénéficiez d’une personnalisation intelligente selon la fiche de poste.
✅ Workflow simplifié : Plus de relances, fini les frictions avec vos consultants.

📌 Notre technologie :

Intelligence artificielle spécialisée dans l'analyse et l'extraction de données pour générer automatiquement des documents spécifiques tels que les dossiers de compétences.

👉 Clustor est conçu pour :
Cabinets de conseil en ingénierie, ESN, Cabinets de recrutement, Agences d’intérim, Plateformes de freelances.

⚡️ Essayez Clustor dès aujourd'hui et accélérez votre performance immédiatement !",Brieuc Favennec,"Technology, Information and Internet",,4,,,,,,,,,,2025-10-22,,
Ask Mona,https://www.askmona.fr/,https://www.linkedin.com/in/ACwAADqz6d8BIEzVmd_VNo9p7Zop7uxOKNaRhEA/,"Ask Mona leverages artificial intelligence to democratize access to knowledge, empowering individuals and organizations to learn more effectively.

Its platform allows the creation of AI companions that personalize the learning experience, making knowledge accessible and tailored to individual needs.

The company collaborates with over 150 clients in 9 countries, working across diverse sectors such as museums, tourism, publishers, and professional training. Notable clients include institutions like the Louvre, the Louis Vuitton Foundation, the Colosseum in Rome, and the Centre Pompidou.

Additionally, Ask Mona is committed to raising awareness about the impact and opportunities of artificial intelligence across various sectors.",Jeanne Lacheré,"Technology, Information and Internet",,17,,,,,,,,,,2025-10-22,,
LebW3bSec,https://www.youtube.com/@lebw3bsec,https://www.linkedin.com/in/ACwAACpmiJsB88SJmClVZW-7Xqox3bdYvcS8kNA/,DM to join the discord and get into web3 security,Joseph Abou Rizk,"Technology, Information and Internet",,1,,,,,,,,,,2025-10-22,,
FRINGUANT,https://fringuant.com/,https://www.linkedin.com/in/ACwAADY79PsBjUgpfRQOEFu2SsPtCegX69aDSOs/,"Introducing Fringuant: a revolutionary solution that guarantees the perfect garment, every time, for every client.

Our state-of-the-art size recommendation solution, powered by AI and technical garment expertise, redefines the shopping experience for both brands and customers.

By delivering detailed size guidance personalized to each individual, Fringuant ensures a perfect fit at every online sale, reducing returns and boosting conversion rates, all while reducing the brands’ carbon footprint.

Our portfolio includes tens of Europe's leading fashion brands, and we are supported by global tech leaders like Meta, Hugging Face and Scaleway.

The power of personalized sizing is in your hands - or rather, your camera!                          
                                                                                       
[Currently hiring]                                                                                           ",Oscar Paumelle,"Technology, Information and Internet",,17,,,,,,,,,,2025-10-22,,
Achille.ai,,https://www.linkedin.com/in/ACwAAD4zuioBG6_t_VkruRaK0ohjsXPhCerUtAI/,,Emile Jouannet,"Technology, Information and Internet",,,,,,,,,,,,2025-10-22,,
ClearAIskills,https://clearaiskills.com,https://www.linkedin.com/in/ACwAAAB8C7sBh_NNrO3yDdrOAhOoyjolDGiDk_E/,"ClearAIskills offers a Learning Management System (LMS) platform dedicated to learning management and AI skills development, in compliance with European regulations on Artificial Intelligence.

ClearAIskills facilitates AI upskilling and impact assessment with a clear AI transformation path for organizations tackling one of the most urgent challenges in today’s economy: As AI transforms jobs, people don’t know what skills they need next — and companies can’t see in real time what capabilities they actually have or how to close gaps.

Based previous expertise projects of the ClearAIskills team, dealing with tracing and measuring impact of food on health and certifying carbon credits to reduce greenhouse gas emissions, all learnings are now being merged into this new venture: ClearAIskills offers a platform facilitating trusted choices in upskilling the global workforce for the jobs of tomorrow to leave no one behind! 

We solve this with a dynamic, AI-linked taxonomy that maps all on-the-job and formal skills, delivered via anonymized AI skills passports, which individuals can carry throughout their careers. Expertise can be validated partly via micro-credential certifications. This enables fairer, more diverse hiring, smarter internal mobility, and proven training ROI tied to future productivity.

We serve our customers through SaaS subscriptions for companies, large-scale programs funded by governments under EU AI Act, ESG and digital mandates, and affiliate revenues from AI trainers and universities embedding micro-credentials.

Why now? New regulations require transparent upskilling reporting. Boards are under pressure to secure talent aligned with AI. And the competitive gap is growing fast — firms who fail to map and close these gaps today face massive risks tomorrow.

ClearAIskills bridges individual dreams, corporate strategy, and ethical AI impact. We’re building the infrastructure that ensures people — not just algorithms — thrive in the future of work.",Sylvie Chin,"Technology, Information and Internet",,0,,,,,,,,,,2025-10-22,,
InteractionLabs,none.interactionlabs,https://www.linkedin.com/in/ACwAADEVwnoBxWnnLQ4b5zCOY3rlT9i1q83fWgg/,,Karim Rkha Chaham,"Technology, Information and Internet",,2,,,,,,,,,,2025-10-22,,
Komrad,none.komrad,https://www.linkedin.com/in/ACwAAA2-ObQBEyLVT_gZ8x7VlHjVVM_gJbH4Eos/,"Komrad is your go-to app to make plans happen.

No more messy group chats or lost invites, Komrad makes it easy to create events, invite friends, and get quick answers.

",Hana Khelifa,"Technology, Information and Internet",,2,,,,,,,,,,2025-10-22,,
Stealth AI Startup,,https://www.linkedin.com/in/ACwAABIzzQABuhUcSvuneHXGRw1L1tRYW7De0Zk/,,Brian Laleye,"Technology, Information and Internet",,,,,,,,,,,,2025-10-22,,
Nutria Tech,none.nutriatech,https://www.linkedin.com/in/ACwAAFI5mD8BG-TNRcQIGaDu4fE8rnSD3sw61qg/,,Maximilien Kender,"Technology, Information and Internet",,1,,,,,,,,,,2025-10-22,,
Neuralk AI,https://neuralk-ai.com,https://www.linkedin.com/in/ACwAADf95bIBabD_L3QREmjxRqof7eRlq4cPtbk/,"At Neuralk-AI, we build AI agents powered by the first Tabular Foundation Model for Commerce, unlocking instant value from product, customer and transaction data.",Paul Martineau,"Technology, Information and Internet",,12,,,,,,,,,,2025-10-22,,
NOTOM,none.notom,https://www.linkedin.com/in/ACwAABZtqdYB3DzahABcZ18w87kRIGkjkBVi_3U/,"Notom is on a mission to make automation effortless on the shop floor. 

More and more, manufacturing relies on sophisticated IT systems that struggle to communicate and interact with old existing automation systems and the rest of the OT ecosytem. It prevents manufacturing from entering the AI-driven era. 

Notom bridges the gap between IT and OT by building the next generation automation system : hardware agnostic, open architecture, no code logic. 




",Paola Fedou,"Technology, Information and Internet",,2,,,,,,,,,,2025-10-22,,
Prism Technology,https://www.prismtech.be/,https://www.linkedin.com/in/ACwAACUeQu4BSq7L278Q2DTGzdyjBLfRDcXx0Dk/,"Prism offers technologies (methodologies and tools) to companies who wants to turn risks (information security related) to opportunities (ISO27001, NIS2).",Louis Collard,"Technology, Information and Internet",,2,,,,,,,,,,2025-10-22,,
HelloAsso,https://www.helloasso.com,https://www.linkedin.com/in/ACwAAAFvcMMBW-rrMaZ6gtMsURqPUuf7ldW0Pmg/,"Nous apportons la meilleure technologie au meilleur de l’innovation sociale 🚀

HelloAsso, c’est la plateforme des associations. Nous les accompagnons à développer leurs activités en facilitant la participation des citoyens.

Depuis notre création en 2009, nous avons construit la solution de paiement leader du secteur qui a permis à +370 000 associations de collecter 2 milliards d’euros à travers nos outils (billetterie, adhésions, crowdfunding, dons, boutique en ligne...)

Deux mots pour nous définir : agir ensemble.

🤝 Notre culture valorise l’entraide, l’audace et l’engagement au service de l’impact de nos services
💡Nous sommes convaincus que la tech peut avoir un rôle positif sur la société
🔁 🌱 Nous sommes pionniers d’un modèle vertueux unique en France : HelloAsso est 100% gratuit pour les associations et exclusivement financé par les internautes qui jugent le service utile.

Et tout cela n’aurait jamais pu voir le jour sans chacun des 160 membres de l’équipe 🏆

Envie de nous rejoindre ? Jetez un oeil à nos offres sur Welcome to the Jungle ➡️ https://www.welcometothejungle.com/fr/companies/helloasso/jobs?page=1
",Ismaël Le Mouël,"Technology, Information and Internet",,162,,,,,,,,,,2025-10-22,,
Hackuten,https://www.hackuten.com,https://www.linkedin.com/in/ACwAAFoMVyABO0Ua_wapEunlK28KTy9qKy7icD0/,"What is Hackuten?

Hackuten is a cybersecurity learning platform, built by enthusiasts and designed for the community.

• Our mission  
To provide a complete, accessible, and engaging space to learn, practice, and grow in offensive security.

• What you’ll find on Hackuten  
  • Online courses: Intro to cybersecurity, Burp Suite, offensive security, and more.  
  • Linux & Windows machines: Realistic environments to train like a professional pentester.  
  • Custom challenges: Crafted by the Hackuten team, sorted by topic and difficulty.  
  • A CTF archive library: A collection of past CTF challenges, shared with permission, available anytime.

• Our core values  
  • Free access for everyone  
  • Full respect for original creators and partners  
  • A strong focus on learning, sharing, and community

Join a passionate and active community, level up your skills, and discover cybersecurity in a new way.

—  
Official website: https://hackuten.com  
Twitter: https://x.com/hackutendotcom
Discord: https://discord.gg/hackuten",Tylan B.,Computer and Network Security,,3,,,,,,,,,,2025-10-22,,
HackademINT Cybersecurity,https://www.hackademint.org,https://www.linkedin.com/in/ACwAACnRA_0BhJAivhtKxzLsqWMZdiEr0t-w8-Q/,HackademINT est le club de cybersécurité de Télécom SudParis. Nous formons une équipe compétitive de CTF (Capture The Flag).,Hugo Canavese,Computer and Network Security,,9,,,,,,,,,,2025-10-22,,
FIT-IN,www.fit-in.it,https://www.linkedin.com/in/ACwAADnJ8vYBStUxytfdeYqpDd6VihxsvoN3g7c/,"FIT-IN aims to bring the gym to the workplace. We carefully select the best local personal trainers and provide them with relational training to carry out fitness activities at your offices.
We believe it's necessary to redefine corporate spaces, maximizing their utility and making them more dynamic to create a happier and more sustainable workplace. Our project fosters an interdisciplinary approach, enabling individuals from different sectors to meet and connect.
Our stakeholders are twofold: the employee, with a focus on their physical and mental well-being, and the company, which benefits in terms of its image and appeal by significantly improving the work environment, its potential for attracting talent, employer branding, and retention, through attentive listening to its employees. The goal is to create a network of companies committed to well-being, fostering a healthier and more performance-oriented work system.",Jacopo Riani,Wellness and Fitness Services,,8,,,,,,,,,,2025-10-22,,
